DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,28,28,499,18,307,31.805541034566907,30.0227631918922,245.17169577354088
20240728,696,28,816,12,168,6.3910248406312045,16.448471716432472,145.16050344293632
20240728,213,28,631,4,348,30.85582090845672,24.314612604985996,292.82956648655727
20240728,843,28,364,16,211,30.11071235987733,20.646273135723963,160.2430145043987
20240728,878,28,638,6,159,12.742858002783281,9.969657099445685,136.28748489777104
20240728,759,28,437,12,630,28.663170607161746,65.49869847840294,535.8381309144353
20240728,291,28,850,9,749,81.66146568160286,66.40791289325527,600.9306214251419
20240728,43,28,658,16,193,11.737634466376283,26.441269348745827,154.8210961848779
20240728,52,28,545,18,592,12.875395445232952,30.8582801421569,548.2663244126102
20240728,126,28,303,4,882,124.95447928160448,85.07048357147224,671.9750371469233
20240728,124,28,804,2,325,28.167529697297347,23.444749103616214,273.38772119908646
20240728,223,28,14,12,263,5.735958059593888,17.317397160383923,239.94664478002218
20240728,569,28,76,16,334,41.421905112824376,19.94310859429579,272.63498629287983
20240728,512,28,42,7,725,22.22582966241968,53.74421941120946,649.0299509263708
20240728,649,28,65,13,212,7.597179658806212,27.83201680403001,176.57080353716378
20240728,783,28,13,20,461,39.55535106430475,27.060550690897124,394.3840982447981
20240728,483,28,671,4,888,75.21930710399077,133.14503323031394,679.6356596656954
20240728,210,28,811,7,357,52.73904284774858,37.84978630057325,266.4111708516782
20240728,652,28,974,11,108,8.300543915016267,12.396184372349426,87.30327171263431
20240728,537,28,680,10,410,52.45773093664033,25.60806856358713,331.93420049977254
20240728,79,28,83,16,234,8.21937212904959,21.210317924632484,204.57030994631793
20240728,944,28,335,3,982,80.89964285140434,100.88680376060294,800.2135533879928
20240728,345,28,927,2,147,14.619699768066182,11.210651033460458,121.16964919847337
20240728,693,28,796,19,727,72.57398690716369,43.99302100887295,610.4329920839634
20240728,673,28,197,4,627,76.00293131369858,50.98153127717671,500.0155374091247
20240728,877,28,324,3,111,12.712638057928574,10.327843434165848,87.95951850790559
20240728,336,28,23,14,894,50.67267547417561,117.74887460036808,725.5784499254563
20240728,208,28,578,19,783,113.06151445124864,79.24641494540575,590.6920706033457
20240728,573,28,777,1,231,18.578744367205594,19.47488709225048,192.94636854054392
20240728,501,28,662,7,497,13.737012674999374,56.27289452591387,426.99009279908677
20240728,206,28,177,19,177,24.443054140502305,19.042665747743165,133.51428011175454
20240728,286,28,226,9,196,10.170416211156649,27.230153213835017,158.59943057500834
20240728,727,28,221,14,759,44.73263398727807,101.9702901097051,612.2970759030168
20240728,736,28,590,16,216,12.91116332050211,17.5242100158843,185.56462666361358
20240728,378,28,307,9,992,131.43285719894422,110.04737468647937,750.5197681145764
20240728,733,28,40,18,478,66.32138220860365,47.0507781578209,364.62783963357543
20240728,863,28,290,5,504,39.93632627227681,74.64116315665079,389.4225105710724
20240728,837,28,13,12,851,94.55597677588071,80.43099080387579,676.0130324202435
20240728,60,28,32,8,521,42.922060184388,61.76762146917986,416.31031834643215
20240728,120,28,843,8,602,48.9951027606814,87.73112761218512,465.27376962713345
20240728,64,28,69,2,296,13.0898070272233,15.756815440684907,267.1533775320918
20240728,535,28,215,15,306,18.372098443813123,45.74086491863781,241.88703663754907
20240728,518,28,762,19,834,90.77096065543934,94.58413610148783,648.6449032430728
20240728,923,28,513,20,722,65.8832026359221,97.1438108156805,558.9729865483973
20240728,972,28,611,9,458,16.982673089448255,32.2914285956189,408.72589831493286
20240728,310,28,699,6,352,31.835321129262272,44.38130760790155,275.78337126283617
20240728,681,28,275,8,992,47.65372710087721,128.26996572456983,816.076307174553
20240728,253,28,651,12,895,50.69993193872043,85.97490576149949,758.3251622997801
20240728,241,28,191,1,871,123.57251262826182,99.30250227010559,648.1249851016325
20240728,400,28,787,1,490,33.54565405483409,48.49463979795442,407.9597061472115
20240728,755,28,635,19,220,5.3034957811274,28.904695833200396,185.7918083856722
20240728,806,28,697,6,445,23.621343501646113,48.55896213857136,372.81969435978255
20240728,245,28,951,17,690,31.873593212474862,102.33217465427228,555.7942321332529
20240728,118,28,470,8,628,93.00906776985065,56.14419578090156,478.8467364492478
20240728,823,28,532,15,188,26.28008792060364,16.319277108327327,145.40063497106902
20240728,239,28,849,5,364,16.649172118810846,26.262561814866704,321.08826606632243
20240728,421,28,929,18,194,12.943534767030286,17.194642587698837,163.86182264527088
20240728,295,28,177,5,326,23.42538047183384,18.73292926945994,283.8416902587062
20240728,118,28,4,16,678,85.13805544835317,37.99294553980284,554.8689990118439
20240728,365,28,50,6,741,22.196466423300237,93.842749814606,624.9607837620938
20240728,306,28,391,3,450,34.289480633677556,38.41096883152945,377.29955053479296
20240728,889,28,484,4,527,76.63119675002487,43.38642346554213,406.98237978443296
20240728,706,28,680,8,364,30.866327096223596,44.56562135969252,288.5680515440839
20240728,738,28,905,19,902,41.06143162428586,75.09268711756854,785.8458812581456
20240728,662,28,58,7,777,40.076562411303456,81.02178714897993,655.9016504397166
20240728,504,28,808,5,518,54.239688455299465,65.00014400392848,398.76016754077204
20240728,646,28,214,8,231,29.714443955241077,26.012188362440035,175.2733676823189
20240728,357,28,836,4,812,74.2222094019941,91.54240217876469,646.2353884192412
20240728,209,28,162,16,333,45.24278153558074,34.66804063858994,253.08917782582932
20240728,332,28,813,4,482,56.803802544024016,33.93964284413211,391.25655461184385
20240728,67,28,755,2,840,84.82136873654004,87.61009734818592,667.568533915274
20240728,979,28,300,17,701,93.92911499159796,62.97888621321907,544.0919987951829
20240728,616,28,800,5,891,129.82433023281808,113.75443145152516,647.4212383156568
20240728,155,28,961,19,537,78.77365534102411,37.70915740042268,420.51718725855324
20240728,944,28,64,3,766,41.80131014431133,82.92127810946522,641.2774117462235
20240728,497,28,395,16,306,30.482252160074264,17.79110321563449,257.7266446242912
20240728,103,28,891,15,664,31.834076764180534,42.10529687859335,590.060626357226
20240728,112,28,884,20,831,114.50441205600718,46.963652118574736,669.531935825418
